,loss,accuracy,precision,val_loss,val_accuracy,val_precision
0,0.6444284319877625,0.677570104598999,0.3014354109764099,0.7032262682914734,0.21395349502563477,0.20476190745830536
1,0.5863903164863586,0.7663551568984985,0.4507042169570923,0.726820707321167,0.20930232107639313,0.20930232107639313
2,0.5541657209396362,0.78387850522995,0.5714285969734192,0.7411789298057556,0.20930232107639313,0.20930232107639313
3,0.5409945249557495,0.797897219657898,0.699999988079071,0.7616350054740906,0.20930232107639313,0.20930232107639313
4,0.5248542428016663,0.8189252614974976,0.682692289352417,0.780850350856781,0.20930232107639313,0.20930232107639313
5,0.514195442199707,0.8165887594223022,0.78125,0.7963039875030518,0.20930232107639313,0.20930232107639313
6,0.503794252872467,0.8352803587913513,0.75,0.8143536448478699,0.20930232107639313,0.20930232107639313
7,0.49795135855674744,0.836448609828949,0.791208803653717,0.8237083554267883,0.20930232107639313,0.20930232107639313
8,0.4939084053039551,0.8504672646522522,0.7338129281997681,0.8432900309562683,0.20930232107639313,0.20930232107639313
9,0.4809541702270508,0.8516355156898499,0.7946428656578064,0.8534712195396423,0.20930232107639313,0.20930232107639313
10,0.4777449071407318,0.8586448431015015,0.8157894611358643,0.8621543645858765,0.20930232107639313,0.20930232107639313
11,0.4755118489265442,0.8668224215507507,0.8211382031440735,0.8619760274887085,0.20930232107639313,0.20930232107639313
12,0.4734114110469818,0.8820093274116516,0.8285714387893677,0.873104989528656,0.20930232107639313,0.20930232107639313
13,0.46709877252578735,0.875,0.8524590134620667,0.8463170528411865,0.20930232107639313,0.20930232107639313
14,0.4608716666698456,0.8901869058609009,0.8413792848587036,0.8235134482383728,0.21395349502563477,0.2102803736925125
15,0.4656151533126831,0.8796728849411011,0.8358209133148193,0.8176156878471375,0.22325581312179565,0.21226415038108826
16,0.452402800321579,0.8866822719573975,0.858208954334259,0.8015631437301636,0.23720930516719818,0.21531100571155548
17,0.4573774039745331,0.8820093274116516,0.8108108043670654,0.736354649066925,0.37674418091773987,0.25139665603637695
18,0.45265695452690125,0.8785046935081482,0.811188817024231,0.7442839741706848,0.34418603777885437,0.24193547666072845
19,0.4465675950050354,0.8855140209197998,0.8231292366981506,0.6731158494949341,0.5627906918525696,0.31578946113586426
20,0.44462889432907104,0.894859790802002,0.8366013169288635,0.668804943561554,0.5720930099487305,0.3233082592487335
21,0.445222407579422,0.8936915993690491,0.8445945978164673,0.6263200044631958,0.7162790894508362,0.4183673560619354
22,0.44416379928588867,0.8878504633903503,0.8592592477798462,0.5776550769805908,0.8372092843055725,0.5833333134651184
23,0.44433361291885376,0.8925233483314514,0.8258064389228821,0.5184403657913208,0.8744186162948608,0.7045454382896423
24,0.4376761317253113,0.8960280418395996,0.8333333134651184,0.4991818070411682,0.8837209343910217,0.7631579041481018
25,0.4386174976825714,0.8901869058609009,0.8278145790100098,0.5136818885803223,0.8790697455406189,0.6938775777816772
26,0.433249294757843,0.8901869058609009,0.8413792848587036,0.4776458144187927,0.869767427444458,0.7179487347602844
27,0.4324801564216614,0.8995327353477478,0.8322981595993042,0.4719235897064209,0.8604651093482971,0.692307710647583
28,0.43224427103996277,0.8971962332725525,0.8523489832878113,0.47001105546951294,0.8930232524871826,0.7749999761581421
29,0.4287134110927582,0.9030373692512512,0.8481012582778931,0.4441582262516022,0.8744186162948608,0.78125
30,0.42966166138648987,0.894859790802002,0.8366013169288635,0.4426071047782898,0.8790697455406189,0.8064516186714172
31,0.4310664236545563,0.8878504633903503,0.8299319744110107,0.441316694021225,0.8790697455406189,0.7878788113594055
32,0.4267914295196533,0.8971962332725525,0.8620689511299133,0.46815311908721924,0.8651162981987,0.6818181872367859
33,0.4310128390789032,0.8983644843101501,0.8354430198669434,0.43513134121894836,0.8790697455406189,0.7878788113594055
34,0.4273797571659088,0.9007009267807007,0.8292682766914368,0.4327453672885895,0.8744186162948608,0.800000011920929
35,0.4288524389266968,0.889018714427948,0.8310810923576355,0.43913164734840393,0.8790697455406189,0.7567567825317383
36,0.42608529329299927,0.8971962332725525,0.867132842540741,0.45311251282691956,0.869767427444458,0.6976743936538696
37,0.42600175738334656,0.8936915993690491,0.8227847814559937,0.4293808341026306,0.8744186162948608,0.78125
38,0.42684081196784973,0.9007009267807007,0.850649356842041,0.42657437920570374,0.8744186162948608,0.800000011920929
39,0.4274332523345947,0.894859790802002,0.8238993883132935,0.4254012703895569,0.8744186162948608,0.800000011920929
40,0.420684278011322,0.9007009267807007,0.8600000143051147,0.42692098021507263,0.8744186162948608,0.78125
41,0.4202728867530823,0.8936915993690491,0.8187500238418579,0.42892971634864807,0.8744186162948608,0.8214285969734192
42,0.4174615144729614,0.8983644843101501,0.8192771077156067,0.4277702569961548,0.8837209343910217,0.7941176295280457
43,0.419207364320755,0.9007009267807007,0.8417721390724182,0.42633458971977234,0.8744186162948608,0.78125
44,0.42403173446655273,0.8995327353477478,0.8407643437385559,0.424801766872406,0.8744186162948608,0.78125
45,0.41850459575653076,0.8960280418395996,0.846666693687439,0.4313749670982361,0.869767427444458,0.7297297120094299
46,0.4184410870075226,0.90887850522995,0.8484848737716675,0.4226839244365692,0.8744186162948608,0.78125
47,0.41392117738723755,0.9030373692512512,0.8571428656578064,0.42449429631233215,0.8744186162948608,0.78125
48,0.4142927825450897,0.9030373692512512,0.8767123222351074,0.4243779480457306,0.8790697455406189,0.7878788113594055
