,loss,accuracy,precision,recall,tp,tn,fp,fn,val_loss,val_accuracy,val_precision,val_recall,val_tp,val_tn,val_fp,val_fn
0,0.6083816885948181,0.7546728849411011,0.49242424964904785,0.2731092572212219,65.0,766.0,67.0,173.0,3.537501811981201,0.26511627435684204,0.2216748744249344,1.0,45.0,12.0,158.0,0.0
1,0.5499088764190674,0.7745327353477478,0.5,0.22797927260398865,44.0,619.0,44.0,149.0,2.0127904415130615,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
2,0.5422801375389099,0.7721962332725525,0.4912280738353729,0.29015544056892395,56.0,605.0,58.0,137.0,0.7384394407272339,0.6000000238418579,0.3009708821773529,0.6888889074325562,31.0,98.0,72.0,14.0
3,0.520808219909668,0.7943925261497498,0.6440678238868713,0.196891188621521,38.0,642.0,21.0,155.0,1.6809016466140747,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
4,0.5167355537414551,0.7873831987380981,0.557894766330719,0.2746114134788513,53.0,621.0,42.0,140.0,1.0494940280914307,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
5,0.49191877245903015,0.8154205679893494,0.6315789222717285,0.43523314595222473,84.0,614.0,49.0,109.0,0.8199024796485901,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
6,0.4815993010997772,0.8212617039680481,0.6785714030265808,0.393782377243042,76.0,627.0,36.0,117.0,0.6033897399902344,0.800000011920929,1.0,0.04444444552063942,2.0,170.0,0.0,43.0
7,0.47749239206314087,0.8212617039680481,0.6492537260055542,0.45077720284461975,87.0,616.0,47.0,106.0,0.776527464389801,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
8,0.4853748679161072,0.8282710313796997,0.7300000190734863,0.37823835015296936,73.0,636.0,27.0,120.0,0.656650960445404,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
9,0.4722079336643219,0.827102780342102,0.6717557311058044,0.4559585452079773,88.0,620.0,43.0,105.0,0.5702719688415527,0.800000011920929,1.0,0.04444444552063942,2.0,170.0,0.0,43.0
10,0.4580114185810089,0.8528037667274475,0.7161290049552917,0.575129508972168,111.0,619.0,44.0,82.0,0.6473456025123596,0.7906976938247681,0.0,0.0,0.0,170.0,0.0,45.0
11,0.45967379212379456,0.8586448431015015,0.800000011920929,0.49740931391716003,96.0,639.0,24.0,97.0,0.6018176674842834,0.7953488230705261,1.0,0.02222222276031971,1.0,170.0,0.0,44.0
12,0.44920963048934937,0.8516355156898499,0.7291666865348816,0.5440414547920227,105.0,624.0,39.0,88.0,0.5468262434005737,0.804651141166687,1.0,0.06666667014360428,3.0,170.0,0.0,42.0
13,0.4479922652244568,0.8492990732192993,0.7105262875556946,0.5595855116844177,108.0,619.0,44.0,85.0,0.5239983201026917,0.8139534592628479,0.7777777910232544,0.15555556118488312,7.0,168.0,2.0,38.0
14,0.4504545032978058,0.8481308221817017,0.7086092829704285,0.5544041395187378,107.0,619.0,44.0,86.0,0.5344159603118896,0.800000011920929,0.6666666865348816,0.08888889104127884,4.0,168.0,2.0,41.0
15,0.44620126485824585,0.8574766516685486,0.7382550239562988,0.5699481964111328,110.0,624.0,39.0,83.0,0.5103375315666199,0.8186046481132507,0.800000011920929,0.17777778208255768,8.0,168.0,2.0,37.0
16,0.44238731265068054,0.8574766516685486,0.7517730593681335,0.5492228269577026,106.0,628.0,35.0,87.0,0.5179106593132019,0.8139534592628479,1.0,0.1111111119389534,5.0,170.0,0.0,40.0
17,0.44351083040237427,0.8539719581604004,0.7361111044883728,0.5492228269577026,106.0,625.0,38.0,87.0,0.5199472904205322,0.8186046481132507,1.0,0.13333334028720856,6.0,170.0,0.0,39.0
18,0.4426584541797638,0.8598130941390991,0.744966447353363,0.575129508972168,111.0,625.0,38.0,82.0,0.48846200108528137,0.8279069662094116,0.8333333134651184,0.2222222238779068,10.0,168.0,2.0,35.0
19,0.44230490922927856,0.8586448431015015,0.7337662577629089,0.5854922533035278,113.0,622.0,41.0,80.0,0.4790441393852234,0.8418604731559753,0.8666666746139526,0.2888889014720917,13.0,168.0,2.0,32.0
20,0.44630539417266846,0.8457943797111511,0.7019867300987244,0.5492228269577026,106.0,618.0,45.0,87.0,0.4880945384502411,0.8232558369636536,0.8181818127632141,0.20000000298023224,9.0,168.0,2.0,36.0
21,0.44246789813041687,0.8621495366096497,0.7516778707504272,0.5803108811378479,112.0,626.0,37.0,81.0,0.4819490611553192,0.8325581550598145,0.8461538553237915,0.24444444477558136,11.0,168.0,2.0,34.0
22,0.44193634390830994,0.8633177280426025,0.7714285850524902,0.5595855116844177,108.0,631.0,32.0,85.0,0.4781772494316101,0.8372092843055725,0.8125,0.2888889014720917,13.0,167.0,3.0,32.0
23,0.44572213292121887,0.8516355156898499,0.7323943376541138,0.5388600826263428,104.0,625.0,38.0,89.0,0.4720170795917511,0.8418604731559753,0.8235294222831726,0.31111112236976624,14.0,167.0,3.0,31.0
24,0.43591931462287903,0.8574766516685486,0.7414966225624084,0.5647668242454529,109.0,625.0,38.0,84.0,0.4632415771484375,0.8465116024017334,0.8333333134651184,0.3333333432674408,15.0,167.0,3.0,30.0
25,0.4484706521034241,0.8539719581604004,0.7266666889190674,0.5647668242454529,109.0,622.0,41.0,84.0,0.4593372046947479,0.8511627912521362,0.8421052694320679,0.35555556416511536,16.0,167.0,3.0,29.0
26,0.4400860667228699,0.8563084006309509,0.7397260069847107,0.5595855116844177,108.0,625.0,38.0,85.0,0.4558306634426117,0.8511627912521362,0.8095238208770752,0.3777777850627899,17.0,166.0,4.0,28.0
