optimizer,data,step,filter1,filter2,accuracy,val_accuracy,precision,val_precision,recall,val_recall,tp,val_tp,tn,val_tn,fp,val_fp,fn,val_fn
gradual,weighted,100,64,256,0.8212617039680481,0.7953488230705261,0.5751879811286926,0.5079365372657776,0.7927461266517639,0.7111111283302307,153.0,32.0,550.0,139.0,113.0,31.0,40.0,13.0
gradual,weighted,150,64,256,0.8329439163208008,0.7953488230705261,0.59765625,0.5079365372657776,0.7927461266517639,0.7111111283302307,153.0,32.0,560.0,139.0,103.0,31.0,40.0,13.0
gradual,weighted,200,64,256,0.8341121673583984,0.7953488230705261,0.5977011322975159,0.5079365372657776,0.8082901835441589,0.7111111283302307,156.0,32.0,558.0,139.0,105.0,31.0,37.0,13.0
gradual,weighted,250,64,256,0.8341121673583984,0.7953488230705261,0.6007905006408691,0.5079365372657776,0.787564754486084,0.7111111283302307,152.0,32.0,562.0,139.0,101.0,31.0,41.0,13.0
gradual,weighted,300,64,256,0.8387850522994995,0.7953488230705261,0.6053639650344849,0.5079365372657776,0.818652868270874,0.7111111283302307,158.0,32.0,560.0,139.0,103.0,31.0,35.0,13.0
gradual,weighted,50,96,128,0.8341121673583984,0.8186046481132507,0.5940959453582764,0.546875,0.8341968655586243,0.7777777910232544,161.0,35.0,553.0,141.0,110.0,29.0,32.0,10.0
gradual,weighted,100,96,128,0.8457943797111511,0.8186046481132507,0.6177605986595154,0.546875,0.8290155529975891,0.7777777910232544,160.0,35.0,564.0,141.0,99.0,29.0,33.0,10.0
gradual,weighted,150,96,128,0.8376168012619019,0.8186046481132507,0.6007462739944458,0.546875,0.8341968655586243,0.7777777910232544,161.0,35.0,556.0,141.0,107.0,29.0,32.0,10.0
gradual,weighted,200,96,128,0.8457943797111511,0.8186046481132507,0.6150943636894226,0.546875,0.8445596098899841,0.7777777910232544,163.0,35.0,561.0,141.0,102.0,29.0,30.0,10.0
gradual,weighted,250,96,128,0.8341121673583984,0.8186046481132507,0.5947955250740051,0.546875,0.8290155529975891,0.7777777910232544,160.0,35.0,554.0,141.0,109.0,29.0,33.0,10.0
gradual,weighted,300,96,128,0.8422897458076477,0.8186046481132507,0.6115384697914124,0.546875,0.8238341808319092,0.7777777910232544,159.0,35.0,562.0,141.0,101.0,29.0,34.0,10.0
gradual,weighted,50,96,192,0.8235981464385986,0.7813953757286072,0.5789473652839661,0.4861111044883728,0.7979274392127991,0.7777777910232544,154.0,35.0,551.0,133.0,112.0,37.0,39.0,10.0
gradual,weighted,100,96,192,0.8294392228126526,0.7813953757286072,0.5873606204986572,0.4861111044883728,0.818652868270874,0.7777777910232544,158.0,35.0,552.0,133.0,111.0,37.0,35.0,10.0
gradual,weighted,150,96,192,0.827102780342102,0.7813953757286072,0.5836431384086609,0.4861111044883728,0.8134714961051941,0.7777777910232544,157.0,35.0,551.0,133.0,112.0,37.0,36.0,10.0
gradual,weighted,200,96,192,0.8235981464385986,0.7813953757286072,0.5789473652839661,0.4861111044883728,0.7979274392127991,0.7777777910232544,154.0,35.0,551.0,133.0,112.0,37.0,39.0,10.0
gradual,weighted,250,96,192,0.827102780342102,0.7813953757286072,0.5836431384086609,0.4861111044883728,0.8134714961051941,0.7777777910232544,157.0,35.0,551.0,133.0,112.0,37.0,36.0,10.0
gradual,weighted,300,96,192,0.8259345889091492,0.7813953757286072,0.5827067494392395,0.4861111044883728,0.803108811378479,0.7777777910232544,155.0,35.0,552.0,133.0,111.0,37.0,38.0,10.0
gradual,weighted,50,96,256,0.8049065470695496,0.734883725643158,0.5448275804519653,0.4268292784690857,0.818652868270874,0.7777777910232544,158.0,35.0,531.0,123.0,132.0,47.0,35.0,10.0
gradual,weighted,100,96,256,0.788551390171051,0.734883725643158,0.5205479264259338,0.4268292784690857,0.787564754486084,0.7777777910232544,152.0,35.0,523.0,123.0,140.0,47.0,41.0,10.0
gradual,weighted,150,96,256,0.8107476830482483,0.734883725643158,0.5536332130432129,0.4268292784690857,0.8290155529975891,0.7777777910232544,160.0,35.0,534.0,123.0,129.0,47.0,33.0,10.0
gradual,weighted,200,96,256,0.802570104598999,0.734883725643158,0.5413793325424194,0.4268292784690857,0.8134714961051941,0.7777777910232544,157.0,35.0,530.0,123.0,133.0,47.0,36.0,10.0
gradual,weighted,250,96,256,0.8037382960319519,0.734883725643158,0.5438596606254578,0.4268292784690857,0.803108811378479,0.7777777910232544,155.0,35.0,533.0,123.0,130.0,47.0,38.0,10.0
gradual,weighted,300,96,256,0.8060747385025024,0.734883725643158,0.5463917255401611,0.4268292784690857,0.8238341808319092,0.7777777910232544,159.0,35.0,531.0,123.0,132.0,47.0,34.0,10.0
fixed,weighted,50,48,128,0.8142523169517517,0.804651141166687,0.5574324131011963,0.5230769515037537,0.8549222946166992,0.7555555701255798,165.0,34.0,532.0,139.0,131.0,31.0,28.0,11.0
fixed,weighted,100,48,128,0.855140209197998,0.8418604731559753,0.6301887035369873,0.5964912176132202,0.8652849793434143,0.7555555701255798,167.0,34.0,565.0,147.0,98.0,23.0,26.0,11.0
fixed,weighted,150,48,128,0.8504672646522522,0.8465116024017334,0.6245210766792297,0.5967742204666138,0.8445596098899841,0.8222222328186035,163.0,37.0,565.0,145.0,98.0,25.0,30.0,8.0
fixed,weighted,200,48,128,0.8492990732192993,0.8511627912521362,0.6230769157409668,0.6140350699424744,0.8393782377243042,0.7777777910232544,162.0,35.0,565.0,148.0,98.0,22.0,31.0,10.0
fixed,weighted,250,48,128,0.8738317489624023,0.8790697455406189,0.6748971343040466,0.686274528503418,0.8497409224510193,0.7777777910232544,164.0,35.0,584.0,154.0,79.0,16.0,29.0,10.0
fixed,weighted,300,48,128,0.8796728849411011,0.8790697455406189,0.6844262480735779,0.6792452931404114,0.8652849793434143,0.800000011920929,167.0,36.0,586.0,153.0,77.0,17.0,26.0,9.0
fixed,weighted,50,48,192,0.8469626307487488,0.7953488230705261,0.614814817905426,0.5072463750839233,0.8601036071777344,0.7777777910232544,166.0,35.0,559.0,136.0,104.0,34.0,27.0,10.0
fixed,weighted,100,48,192,0.8574766516685486,0.8651162981987,0.6370656490325928,0.6481481194496155,0.8549222946166992,0.7777777910232544,165.0,35.0,569.0,151.0,94.0,19.0,28.0,10.0
fixed,weighted,150,48,192,0.8773364424705505,0.8744186162948608,0.6818181872367859,0.6800000071525574,0.8549222946166992,0.7555555701255798,165.0,34.0,586.0,154.0,77.0,16.0,28.0,11.0
fixed,weighted,200,48,192,0.8820093274116516,0.8837209343910217,0.6900826692581177,0.7083333134651184,0.8652849793434143,0.7555555701255798,167.0,34.0,588.0,156.0,75.0,14.0,26.0,11.0
fixed,weighted,250,48,192,0.8913551568984985,0.8744186162948608,0.7066115736961365,0.6800000071525574,0.8860103487968445,0.7555555701255798,171.0,34.0,592.0,154.0,71.0,16.0,22.0,11.0
fixed,weighted,300,48,192,0.9007009267807007,0.869767427444458,0.7268907427787781,0.6545454263687134,0.8963730335235596,0.800000011920929,173.0,36.0,598.0,151.0,65.0,19.0,20.0,9.0
fixed,weighted,50,48,256,0.8621495366096497,0.8651162981987,0.649402379989624,0.6290322542190552,0.8445596098899841,0.8666666746139526,163.0,39.0,575.0,147.0,88.0,23.0,30.0,6.0
fixed,weighted,100,48,256,0.8738317489624023,0.8651162981987,0.6748971343040466,0.6379310488700867,0.8497409224510193,0.8222222328186035,164.0,37.0,584.0,149.0,79.0,21.0,29.0,8.0
fixed,weighted,150,48,256,0.9030373692512512,0.8837209343910217,0.739130437374115,0.692307710647583,0.8808290362358093,0.800000011920929,170.0,36.0,603.0,154.0,60.0,16.0,23.0,9.0
fixed,weighted,200,48,256,0.9018691778182983,0.8744186162948608,0.7359307408332825,0.6666666865348816,0.8808290362358093,0.800000011920929,170.0,36.0,602.0,152.0,61.0,18.0,23.0,9.0
fixed,weighted,250,48,256,0.9158878326416016,0.8604651093482971,0.7665198445320129,0.6271186470985413,0.9015544056892395,0.8222222328186035,174.0,37.0,610.0,148.0,53.0,22.0,19.0,8.0
fixed,weighted,300,48,256,0.9240654110908508,0.8651162981987,0.7782608866691589,0.6333333253860474,0.9274611473083496,0.8444444537162781,179.0,38.0,612.0,148.0,51.0,22.0,14.0,7.0
fixed,weighted,50,64,128,0.8154205679893494,0.8093023300170898,0.5601374506950378,0.5263158082962036,0.8445596098899841,0.8888888955116272,163.0,40.0,535.0,134.0,128.0,36.0,30.0,5.0
fixed,weighted,100,64,128,0.8633177280426025,0.869767427444458,0.6439393758773804,0.6440678238868713,0.8808290362358093,0.8444444537162781,170.0,38.0,569.0,149.0,94.0,21.0,23.0,7.0
fixed,weighted,150,64,128,0.8598130941390991,0.8790697455406189,0.63670414686203,0.6938775777816772,0.8808290362358093,0.7555555701255798,170.0,34.0,566.0,155.0,97.0,15.0,23.0,11.0
fixed,weighted,200,64,128,0.8843457698822021,0.8790697455406189,0.68359375,0.6610169410705566,0.9067357778549194,0.8666666746139526,175.0,39.0,582.0,150.0,81.0,20.0,18.0,6.0
fixed,weighted,250,64,128,0.8855140209197998,0.8930232524871826,0.692307710647583,0.7200000286102295,0.8860103487968445,0.800000011920929,171.0,36.0,587.0,156.0,76.0,14.0,22.0,9.0
fixed,weighted,300,64,128,0.894859790802002,0.8651162981987,0.7068272829055786,0.625,0.9119170904159546,0.8888888955116272,176.0,40.0,590.0,146.0,73.0,24.0,17.0,5.0
fixed,weighted,50,64,192,0.8668224215507507,0.8418604731559753,0.6573705077171326,0.5901639461517334,0.8549222946166992,0.800000011920929,165.0,36.0,577.0,145.0,86.0,25.0,28.0,9.0
fixed,weighted,100,64,192,0.8866822719573975,0.8604651093482971,0.7016806602478027,0.6229507923126221,0.8652849793434143,0.8444444537162781,167.0,38.0,592.0,147.0,71.0,23.0,26.0,7.0
fixed,weighted,150,64,192,0.8995327353477478,0.8744186162948608,0.7336244583129883,0.6800000071525574,0.8704662919044495,0.7555555701255798,168.0,34.0,602.0,154.0,61.0,16.0,25.0,11.0
fixed,weighted,200,64,192,0.9042056202888489,0.8511627912521362,0.7444933652877808,0.60317462682724,0.8756476640701294,0.8444444537162781,169.0,38.0,605.0,145.0,58.0,25.0,24.0,7.0
fixed,weighted,250,64,192,0.9217289686203003,0.8558139801025391,0.7739130258560181,0.6166666746139526,0.9222797751426697,0.8222222328186035,178.0,37.0,611.0,147.0,52.0,23.0,15.0,8.0
fixed,weighted,300,64,192,0.9170560836791992,0.8744186162948608,0.7675438523292542,0.6607142686843872,0.9067357778549194,0.8222222328186035,175.0,37.0,610.0,151.0,53.0,19.0,18.0,8.0
fixed,weighted,50,64,256,0.8679906725883484,0.8372092843055725,0.6550387740135193,0.5757575631141663,0.8756476640701294,0.8444444537162781,169.0,38.0,574.0,142.0,89.0,28.0,24.0,7.0
fixed,weighted,100,64,256,0.8785046935081482,0.8604651093482971,0.6758893132209778,0.6229507923126221,0.8860103487968445,0.8444444537162781,171.0,38.0,581.0,147.0,82.0,23.0,22.0,7.0
fixed,weighted,150,64,256,0.9042056202888489,0.8837209343910217,0.7341772317886353,0.6666666865348816,0.9015544056892395,0.8888888955116272,174.0,40.0,600.0,150.0,63.0,20.0,19.0,5.0
fixed,weighted,200,64,256,0.9100467562675476,0.8976744413375854,0.7396694421768188,0.7346938848495483,0.9274611473083496,0.800000011920929,179.0,36.0,600.0,157.0,63.0,13.0,14.0,9.0
fixed,weighted,250,64,256,0.9123831987380981,0.9069767594337463,0.7438016533851624,0.7358490824699402,0.9326424598693848,0.8666666746139526,180.0,39.0,601.0,156.0,62.0,14.0,13.0,6.0
fixed,weighted,300,64,256,0.9287382960319519,0.8790697455406189,0.7820512652397156,0.6507936716079712,0.9481865167617798,0.9111111164093018,183.0,41.0,612.0,148.0,51.0,22.0,10.0,4.0
fixed,weighted,50,96,128,0.8457943797111511,0.7674418687820435,0.6150943636894226,0.47058823704719543,0.8445596098899841,0.8888888955116272,163.0,40.0,561.0,125.0,102.0,45.0,30.0,5.0
fixed,weighted,100,96,128,0.8785046935081482,0.8651162981987,0.6801619529724121,0.6379310488700867,0.8704662919044495,0.8222222328186035,168.0,37.0,584.0,149.0,79.0,21.0,25.0,8.0
fixed,weighted,150,96,128,0.8714953064918518,0.8511627912521362,0.6666666865348816,0.6101694703102112,0.8601036071777344,0.800000011920929,166.0,36.0,580.0,147.0,83.0,23.0,27.0,9.0
fixed,weighted,200,96,128,0.8855140209197998,0.8372092843055725,0.6938775777816772,0.5757575631141663,0.8808290362358093,0.8444444537162781,170.0,38.0,588.0,142.0,75.0,28.0,23.0,7.0
fixed,weighted,250,96,128,0.9065420627593994,0.8604651093482971,0.7325102686882019,0.6415094137191772,0.9222797751426697,0.7555555701255798,178.0,34.0,598.0,151.0,65.0,19.0,15.0,11.0
fixed,weighted,300,96,128,0.8936915993690491,0.8558139801025391,0.7090163826942444,0.6166666746139526,0.8963730335235596,0.8222222328186035,173.0,37.0,592.0,147.0,71.0,23.0,20.0,8.0
fixed,weighted,50,96,192,0.8574766516685486,0.869767427444458,0.6339622735977173,0.6440678238868713,0.8704662919044495,0.8444444537162781,168.0,38.0,566.0,149.0,97.0,21.0,25.0,7.0
fixed,weighted,100,96,192,0.8901869058609009,0.8883720636367798,0.7020407915115356,0.6909090876579285,0.8911917209625244,0.8444444537162781,172.0,38.0,590.0,153.0,73.0,17.0,21.0,7.0
fixed,weighted,150,96,192,0.8936915993690491,0.869767427444458,0.7056451439857483,0.6393442749977112,0.9067357778549194,0.8666666746139526,175.0,39.0,590.0,148.0,73.0,22.0,18.0,6.0
fixed,weighted,200,96,192,0.9018691778182983,0.8837209343910217,0.7242798209190369,0.7083333134651184,0.9119170904159546,0.7555555701255798,176.0,34.0,596.0,156.0,67.0,14.0,17.0,11.0
fixed,weighted,250,96,192,0.9170560836791992,0.8883720636367798,0.7629310488700867,0.698113203048706,0.9170984625816345,0.8222222328186035,177.0,37.0,608.0,154.0,55.0,16.0,16.0,8.0
fixed,weighted,300,96,192,0.9322429895401001,0.8604651093482971,0.7947598099708557,0.611940324306488,0.9430052042007446,0.9111111164093018,182.0,41.0,616.0,144.0,47.0,26.0,11.0,4.0
fixed,weighted,50,96,256,0.8691588640213013,0.8604651093482971,0.6653061509132385,0.6271186470985413,0.8445596098899841,0.8222222328186035,163.0,37.0,581.0,148.0,82.0,22.0,30.0,8.0
fixed,weighted,100,96,256,0.8936915993690491,0.8604651093482971,0.7217391133308411,0.6229507923126221,0.8601036071777344,0.8444444537162781,166.0,38.0,599.0,147.0,64.0,23.0,27.0,7.0
fixed,weighted,150,96,256,0.913551390171051,0.8651162981987,0.7531914710998535,0.6428571343421936,0.9170984625816345,0.800000011920929,177.0,36.0,605.0,150.0,58.0,20.0,16.0,9.0
fixed,weighted,200,96,256,0.9205607771873474,0.869767427444458,0.7659574747085571,0.6491228342056274,0.9326424598693848,0.8222222328186035,180.0,37.0,608.0,150.0,55.0,20.0,13.0,8.0
fixed,weighted,250,96,256,0.9345794320106506,0.8883720636367798,0.7965368032455444,0.7058823704719543,0.9533678889274597,0.800000011920929,184.0,36.0,616.0,155.0,47.0,15.0,9.0,9.0
fixed,weighted,300,96,256,0.9380841255187988,0.9023255705833435,0.8181818127632141,0.75,0.9326424598693848,0.800000011920929,180.0,36.0,623.0,158.0,40.0,12.0,13.0,9.0
